# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CIB10637_002894	CIB10637_002894	CIB10637_002894-T1	protein_coding	1	0	0	33	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	1	0	0	0	12
CIB10637_002895	CIB10637_002895	CIB10637_002895-T1	protein_coding	0	0	1	34	3	0	0	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	0	8
CIB10637_002896	CIB10637_002896	CIB10637_002896-T1	protein_coding	0	1	0	36	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	1	12
CIB10637_002897	CIB10637_002897	CIB10637_002897-T1	protein_coding	0	4	3	34	0	0	0	0	0	0	0	23	0	0	0	3	0	0	0	0	0	0	0	0	4	11
CIB10637_002899	CIB10637_002899	CIB10637_002899-T1	protein_coding	0	8	5	34	1	0	0	0	0	0	0	29	0	0	0	5	0	0	0	0	0	0	0	0	8	4
CIB10637_002901	CIB10637_002901	CIB10637_002901-T1	protein_coding	0	2	0	32	3	0	0	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	2	16
CIB10637_002901	CIB10637_002901	CIB10637_002901-T2	protein_coding	0	2	0	29	0	0	1	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	2	16
CIB10637_002901	CIB10637_002901	CIB10637_002901-T3	protein_coding	0	1	0	30	1	0	0	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	1	16
CIB10637_002901	CIB10637_002901	CIB10637_002901-T4	protein_coding	0	2	0	29	0	0	1	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	2	16
CIB10637_002903	CIB10637_002903	CIB10637_002903-T1	protein_coding	0	0	4	26	11	0	1	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	10
CIB10637_002905	CIB10637_002905	CIB10637_002905-T1	protein_coding	0	3	0	32	0	0	0	0	0	0	0	16	0	0	1	0	0	0	0	1	0	0	0	0	2	16
CIB10637_002906	CIB10637_002906	CIB10637_002906-T1	protein_coding	0	3	3	34	0	0	0	0	0	1	0	12	0	0	0	2	0	0	0	0	0	0	0	0	3	22
CIB10637_002907	CIB10637_002907	CIB10637_002907-T1	protein_coding	1	0	0	50	0	0	0	0	0	0	0	23	1	0	0	0	0	0	0	0	0	0	0	0	0	27
CIB10637_002908	CIB10637_002908	CIB10637_002908-T1	protein_coding	0	1	0	48	0	0	0	0	0	0	0	25	0	0	1	0	0	0	0	0	0	0	0	0	1	22
CIB10637_002909	CIB10637_002909	CIB10637_002909-T1	protein_coding	0	2	0	41	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	2	14
CIB10637_002912	CIB10637_002912	CIB10637_002912-T1	protein_coding	0	1	0	27	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	16
CIB10637_002913	CIB10637_002913	CIB10637_002913-T1	protein_coding	1	1	3	23	0	0	0	0	0	0	0	7	1	0	0	3	0	0	0	0	0	0	0	0	1	16
CIB10637_002918	CIB10637_002918	CIB10637_002918-T1	protein_coding	0	0	0	22	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	10
CIB10637_002919	CIB10637_002919	CIB10637_002919-T1	protein_coding	1	2	3	24	0	0	0	0	0	0	0	14	1	0	0	3	0	0	0	0	0	0	0	0	2	10
CIB10637_002922	CIB10637_002922	CIB10637_002922-T1	protein_coding	0	3	4	35	0	0	0	0	0	0	0	15	0	0	0	4	0	0	0	0	0	0	0	0	3	20
CIB10637_002925	CIB10637_002925	CIB10637_002925-T1	protein_coding	0	0	1	30	0	0	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	18
CIB10637_002927	CIB10637_002927	CIB10637_002927-T1	protein_coding	1	0	1	39	0	0	0	0	0	0	0	32	1	0	0	1	0	0	0	0	0	0	0	0	0	7
CIB10637_002930	CIB10637_002930	CIB10637_002930-T1	protein_coding	0	0	3	35	0	0	0	0	0	0	0	17	0	0	0	3	0	0	0	0	0	0	0	0	0	18
CIB10637_002931	CIB10637_002931	CIB10637_002931-T1	protein_coding	0	2	1	37	0	0	0	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	2	16
CIB10637_002932	CIB10637_002932	CIB10637_002932-T1	protein_coding	0	5	1	67	0	0	0	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	5	45
CIB10637_002933	CIB10637_002933	CIB10637_002933-T1	protein_coding	0	3	1	56	0	0	0	0	0	0	1	20	0	0	8	0	0	0	0	2	0	0	0	0	2	29
CIB10637_002936	CIB10637_002936	CIB10637_002936-T1	protein_coding	0	1	4	32	0	0	0	0	0	0	0	19	0	0	0	4	0	0	0	0	0	0	0	0	1	13
CIB10637_002938	CIB10637_002938	CIB10637_002938-T1	protein_coding	2	0	0	46	0	0	0	0	0	0	0	35	2	0	0	0	0	0	0	0	0	0	0	0	0	11
CIB10637_002939	CIB10637_002939	CIB10637_002939-T1	protein_coding	0	1	0	63	0	0	0	0	0	0	0	24	0	0	3	0	0	0	0	0	0	0	0	0	1	36
CIB10637_002941	CIB10637_002941	CIB10637_002941-T1	protein_coding	0	1	0	61	13	0	5	0	0	0	0	24	0	0	0	0	0	0	0	1	0	0	0	0	0	19
CIB10637_002942	CIB10637_002942	CIB10637_002942-T1	protein_coding	0	1	1	50	0	0	0	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	1	28
CIB10637_002943	CIB10637_002943	CIB10637_002943-T1	protein_coding	0	12	10	48	0	0	0	0	0	0	0	18	0	0	0	10	0	0	0	0	0	0	0	0	12	30
CIB10637_002945	CIB10637_002945	CIB10637_002945-T1	protein_coding	0	1	1	43	0	0	2	0	0	1	0	22	0	0	2	0	0	0	0	0	0	0	0	0	1	17
CIB10637_002947	CIB10637_002947	CIB10637_002947-T1	protein_coding	0	2	3	40	0	0	0	0	0	0	0	24	0	0	0	3	0	0	0	0	0	0	0	0	2	16
CIB10637_002949	CIB10637_002949	CIB10637_002949-T1	protein_coding	0	0	0	33	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	19
CIB10637_002950	CIB10637_002950	CIB10637_002950-T1	protein_coding	0	3	0	45	3	0	1	0	0	0	0	11	0	0	3	0	0	0	0	0	0	0	0	0	3	27
CIB10637_002951	CIB10637_002951	CIB10637_002951-T1	protein_coding	2	2	4	48	0	0	3	0	0	0	0	29	2	0	0	4	0	0	0	0	0	0	0	0	2	16
CIB10637_002952	CIB10637_002952	CIB10637_002952-T1	protein_coding	1	2	1	56	1	0	0	0	0	0	0	24	1	0	0	1	0	0	0	0	0	0	0	0	2	31
CIB10637_002953	CIB10637_002953	CIB10637_002953-T1	protein_coding	0	0	2	58	0	0	0	0	0	0	0	29	0	0	0	2	0	0	0	0	0	0	0	0	0	29
CIB10637_002954	CIB10637_002954	CIB10637_002954-T1	protein_coding	1	0	1	54	0	0	0	0	0	0	0	30	1	0	0	1	0	0	0	1	0	0	0	0	0	24
CIB10637_002955	CIB10637_002955	CIB10637_002955-T1	protein_coding	0	1	2	51	0	0	0	0	0	0	0	29	0	0	0	2	0	0	0	0	0	0	0	0	1	22
CIB10637_002956	CIB10637_002956	CIB10637_002956-T1	protein_coding	0	0	1	57	0	0	0	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	0	30
CIB10637_002957	CIB10637_002957	CIB10637_002957-T1	protein_coding	0	0	0	63	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	32
CIB10637_002958	CIB10637_002958	CIB10637_002958-T1	protein_coding	1	0	2	54	0	0	0	0	0	0	0	23	0	0	0	2	0	0	0	0	0	1	0	0	0	31
CIB10637_002959	CIB10637_002959	CIB10637_002959-T1	protein_coding	1	2	1	61	4	0	0	0	0	0	0	30	1	0	0	1	0	0	0	0	0	0	0	0	2	27
CIB10637_002960	CIB10637_002960	CIB10637_002960-T1	protein_coding	0	0	2	89	3	0	5	0	0	0	0	49	0	0	0	2	0	0	0	0	0	0	0	0	0	32
CIB10637_002961	CIB10637_002961	CIB10637_002961-T1	protein_coding	0	1	7	78	0	0	0	1	0	0	0	54	0	0	0	6	0	0	0	0	0	0	0	0	1	24
CIB10637_002963	CIB10637_002963	CIB10637_002963-T1	protein_coding	0	3	4	82	6	1	9	0	0	0	0	11	0	0	3	4	0	0	0	0	0	0	0	0	2	53
CIB10637_002965	CIB10637_002965	CIB10637_002965-T1	protein_coding	1	0	1	21	1	0	3	0	0	0	0	8	1	0	0	1	0	0	0	0	0	0	0	0	0	9
CIB10637_002969	CIB10637_002969	CIB10637_002969-T1	protein_coding	0	3	4	29	1	0	0	0	0	0	1	6	0	0	0	3	0	0	0	1	0	0	0	0	2	22
CIB10637_002970	CIB10637_002970	CIB10637_002970-T1	protein_coding	0	0	3	29	0	0	0	0	0	0	0	8	0	0	2	3	0	0	0	1	0	0	0	0	0	19
CIB10637_002971	CIB10637_002971	CIB10637_002971-T1	protein_coding	0	5	4	27	2	0	3	1	0	0	0	12	0	0	3	3	0	0	0	1	0	0	0	0	4	8
CIB10637_002972	CIB10637_002972	CIB10637_002972-T1	protein_coding	0	0	1	29	1	0	1	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	21
CIB10637_002974	CIB10637_002974	CIB10637_002974-T1	protein_coding	0	0	0	24	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	14
CIB10637_002975	CIB10637_002975	CIB10637_002975-T1	protein_coding	0	0	2	23	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	15
CIB10637_002977	CIB10637_002977	CIB10637_002977-T1	protein_coding	0	0	4	35	0	0	0	0	0	0	0	21	0	0	0	4	0	0	0	0	0	0	0	0	0	14
CIB10637_002978	CIB10637_002978	CIB10637_002978-T1	protein_coding	0	2	6	41	0	0	0	0	0	0	0	13	0	0	8	6	0	0	0	1	0	0	0	0	2	20
CIB10637_002979	CIB10637_002979	CIB10637_002979-T1	protein_coding	0	0	0	43	0	0	0	0	0	0	0	13	0	0	3	0	0	0	0	0	0	0	0	0	0	27
CIB10637_002980	CIB10637_002980	CIB10637_002980-T1	protein_coding	0	0	1	40	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	26
CIB10637_002982	CIB10637_002982	CIB10637_002982-T1	protein_coding	0	2	3	46	0	0	0	0	0	0	0	18	0	0	0	3	0	0	0	0	0	0	0	0	2	28
CIB10637_002983	CIB10637_002983	CIB10637_002983-T1	protein_coding	0	0	2	66	0	0	0	0	0	0	0	20	0	0	8	2	0	0	0	0	0	0	0	0	0	38
CIB10637_002984	CIB10637_002984	CIB10637_002984-T1	protein_coding	0	0	1	73	0	0	0	0	0	0	0	44	0	0	1	1	0	0	0	0	0	0	0	0	0	28
CIB10637_002985	CIB10637_002985	CIB10637_002985-T1	protein_coding	0	3	3	86	0	0	0	0	0	0	0	44	0	0	0	3	0	0	0	0	0	0	0	0	3	42
CIB10637_002986	CIB10637_002986	CIB10637_002986-T1	protein_coding	0	2	3	123	1	0	6	1	0	0	0	75	0	0	0	2	0	0	0	0	0	0	0	0	2	41
CIB10637_002987	CIB10637_002987	CIB10637_002987-T1	protein_coding	0	6	9	91	0	0	0	0	1	0	1	23	0	0	0	7	0	0	0	0	0	0	0	0	6	68
CIB10637_002988	CIB10637_002988	CIB10637_002988-T1	protein_coding	0	2	0	131	8	0	5	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	2	49
CIB10637_002989	CIB10637_002989	CIB10637_002989-T1	protein_coding	0	1	5	156	33	1	9	0	0	0	0	78	0	0	4	5	0	0	0	0	0	0	0	0	0	32
CIB10637_002990	CIB10637_002990	CIB10637_002990-T1	protein_coding	0	0	2	68	0	0	0	0	0	0	0	35	0	0	0	2	0	0	0	0	0	0	0	0	0	33
CIB10637_002991	CIB10637_002991	CIB10637_002991-T1	protein_coding	0	1	4	60	0	0	0	0	0	0	0	18	0	0	1	4	0	0	0	0	0	0	0	0	1	41
CIB10637_002992	CIB10637_002992	CIB10637_002992-T1	protein_coding	0	4	3	53	0	0	0	0	0	0	0	32	0	0	0	3	0	0	0	0	0	0	0	0	4	21
CIB10637_002993	CIB10637_002993	CIB10637_002993-T1	protein_coding	0	2	2	38	0	0	0	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0	2	17
CIB10637_002994	CIB10637_002994	CIB10637_002994-T1	protein_coding	0	2	3	23	0	0	0	0	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0	0	2	13
CIB10637_002995	CIB10637_002995	CIB10637_002995-T1	protein_coding	0	0	0	30	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	14
CIB10637_002996	CIB10637_002996	CIB10637_002996-T1	protein_coding	0	2	4	27	0	0	0	0	0	0	0	16	0	0	0	4	0	0	0	0	0	0	0	0	2	11
CIB10637_002997	CIB10637_002997	CIB10637_002997-T1	protein_coding	0	1	4	46	6	0	0	0	0	0	0	25	0	0	0	4	0	0	0	0	0	0	0	0	1	15
CIB10637_003000	CIB10637_003000	CIB10637_003000-T1	protein_coding	0	7	8	47	0	0	0	0	0	1	0	20	0	0	0	7	0	0	0	0	0	0	0	0	7	27
CIB10637_003001	CIB10637_003001	CIB10637_003001-T1	protein_coding	0	0	2	57	0	0	0	1	0	0	0	28	0	0	2	1	0	0	0	0	0	0	0	0	0	27
CIB10637_003002	CIB10637_003002	CIB10637_003002-T1	protein_coding	2	5	3	49	0	0	0	0	0	0	0	22	2	0	3	3	0	0	0	1	0	0	0	0	4	25
CIB10637_003003	CIB10637_003003	CIB10637_003003-T1	protein_coding	0	3	1	50	0	0	0	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	3	22
CIB10637_003005	CIB10637_003005	CIB10637_003005-T1	protein_coding	0	4	0	41	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	4	14
CIB10637_003007	CIB10637_003007	CIB10637_003007-T1	protein_coding	0	0	0	34	0	0	0	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	0	17
CIB10637_003011	CIB10637_003011	CIB10637_003011-T1	protein_coding	0	0	0	34	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	17
CIB10637_003013	CIB10637_003013	CIB10637_003013-T1	protein_coding	1	2	1	28	0	0	0	0	0	0	0	12	1	0	1	1	0	0	0	1	0	0	0	0	1	16
CIB10637_003014	CIB10637_003014	CIB10637_003014-T1	protein_coding	0	1	1	31	0	0	0	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	1	14
CIB10637_003015	CIB10637_003015	CIB10637_003015-T1	protein_coding	0	4	6	22	0	0	0	0	0	0	0	10	0	0	0	6	0	0	0	0	0	0	0	0	4	12
CIB10637_003016	CIB10637_003016	CIB10637_003016-T1	protein_coding	0	0	0	23	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	14
CIB10637_003020	CIB10637_003020	CIB10637_003020-T1	protein_coding	0	2	1	19	1	1	3	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	1	5
CIB10637_003021	CIB10637_003021	CIB10637_003021-T1	protein_coding	0	2	2	27	0	0	0	0	0	0	0	13	0	0	1	2	0	0	0	0	0	0	0	0	2	13
CIB10637_003021	CIB10637_003021	CIB10637_003021-T2	protein_coding	0	2	2	28	2	0	0	0	0	0	0	11	0	0	1	2	0	0	0	0	0	0	0	0	2	14
CIB10637_003021	CIB10637_003021	CIB10637_003021-T3	protein_coding	0	2	2	28	2	0	1	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	2	14
CIB10637_003023	CIB10637_003023	CIB10637_003023-T1	protein_coding	0	0	1	41	3	0	1	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	0	12
CIB10637_003024	CIB10637_003024	CIB10637_003024-T1	protein_coding	0	0	0	34	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	27
CIB10637_003025	CIB10637_003025	CIB10637_003025-T1	protein_coding	0	1	0	30	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	9
CIB10637_003026	CIB10637_003026	CIB10637_003026-T1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	12
CIB10637_003028	CIB10637_003028	CIB10637_003028-T1	protein_coding	1	1	2	13	0	0	0	0	0	0	0	5	1	0	0	2	0	0	0	0	0	0	0	0	1	8
CIB10637_003032	CIB10637_003032	CIB10637_003032-T1	protein_coding	0	0	1	10	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	3
CIB10637_003033	CIB10637_003033	CIB10637_003033-T1	protein_coding	0	0	0	10	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CIB10637_003035	CIB10637_003035	CIB10637_003035-T1	protein_coding	0	1	0	16	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	1	2
CIB10637_003036	CIB10637_003036	CIB10637_003036-T1	protein_coding	0	0	1	22	0	0	0	0	0	0	0	13	0	0	3	1	0	0	0	0	0	0	0	0	0	6
CIB10637_003037	CIB10637_003037	CIB10637_003037-T1	protein_coding	0	0	2	28	0	0	1	0	0	0	0	10	0	0	3	2	0	0	0	0	0	0	0	0	0	14
CIB10637_003039	CIB10637_003039	CIB10637_003039-T1	protein_coding	0	1	3	27	1	0	4	0	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	1	13
CIB10637_003044	CIB10637_003044	CIB10637_003044-T1	protein_coding	0	0	2	49	0	0	0	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	0	0	29
CIB10637_003045	CIB10637_003045	CIB10637_003045-T1	protein_coding	0	1	1	51	0	0	0	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	1	33
CIB10637_003046	CIB10637_003046	CIB10637_003046-T1	protein_coding	0	0	2	55	1	0	4	0	0	0	0	33	0	0	0	2	0	0	0	0	0	0	0	0	0	17
CIB10637_003047	CIB10637_003047	CIB10637_003047-T1	protein_coding	0	0	2	36	0	0	0	0	0	1	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	19
CIB10637_003048	CIB10637_003048	CIB10637_003048-T1	protein_coding	0	2	3	42	1	0	1	0	0	0	0	23	0	0	0	3	0	0	0	0	0	0	0	0	2	17
CIB10637_003049	CIB10637_003049	CIB10637_003049-T1	protein_coding	0	0	0	53	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	15
CIB10637_003050	CIB10637_003050	CIB10637_003050-T1	protein_coding	0	4	2	51	0	0	0	0	0	0	0	18	0	0	0	2	0	0	0	0	0	0	0	0	4	33
CIB10637_003051	CIB10637_003051	CIB10637_003051-T1	protein_coding	0	0	1	57	0	0	0	0	0	0	0	35	0	0	0	1	0	0	0	0	0	0	0	0	0	22
CIB10637_003052	CIB10637_003052	CIB10637_003052-T1	protein_coding	0	3	1	71	3	1	2	0	0	0	0	32	0	0	4	1	0	0	0	0	0	0	0	0	2	30
CIB10637_003054	CIB10637_003054	CIB10637_003054-T1	protein_coding	0	3	1	49	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	2	0	0	0	0	3	34
CIB10637_003055	CIB10637_003055	CIB10637_003055-T1	protein_coding	0	2	2	38	0	0	0	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	2	28
CIB10637_003056	CIB10637_003056	CIB10637_003056-T1	protein_coding	0	0	0	43	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	29
CIB10637_003057	CIB10637_003057	CIB10637_003057-T1	protein_coding	0	1	0	28	2	1	2	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	13
CIB10637_003058	CIB10637_003058	CIB10637_003058-T1	protein_coding	0	1	1	24	0	0	2	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	1	14
CIB10637_003059	CIB10637_003059	CIB10637_003059-T1	protein_coding	0	2	3	18	0	0	0	0	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0	0	2	8
CIB10637_003062	CIB10637_003062	CIB10637_003062-T1	protein_coding	0	2	0	19	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	2	8
CIB10637_003062	CIB10637_003062	CIB10637_003062-T2	protein_coding	0	1	0	20	0	0	1	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	1	8
CIB10637_003063	CIB10637_003063	CIB10637_003063-T1	protein_coding	0	1	6	17	0	0	0	0	0	0	0	8	0	0	0	6	0	0	0	0	0	0	0	0	1	9
CIB10637_003064	CIB10637_003064	CIB10637_003064-T1	protein_coding	0	1	1	20	0	0	0	0	0	0	0	11	0	0	1	1	0	0	0	0	0	0	0	0	1	8
CIB10637_003065	CIB10637_003065	CIB10637_003065-T1	protein_coding	1	0	1	23	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	1	0	0	0	14
CIB10637_003066	CIB10637_003066	CIB10637_003066-T1	protein_coding	0	0	0	28	0	0	0	0	0	0	0	9	0	0	4	0	0	0	0	0	0	0	0	0	0	15
CIB10637_003068	CIB10637_003068	CIB10637_003068-T1	protein_coding	0	1	2	19	0	0	0	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	1	4
CIB10637_003071	CIB10637_003071	CIB10637_003071-T1	protein_coding	0	1	1	33	4	0	0	0	0	0	0	18	0	0	1	1	0	0	0	0	0	0	0	0	1	10
CIB10637_003072	CIB10637_003072	CIB10637_003072-T1	protein_coding	0	0	1	31	0	0	1	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	0	9
CIB10637_003073	CIB10637_003073	CIB10637_003073-T1	protein_coding	0	0	0	29	3	0	1	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	14
CIB10637_003074	CIB10637_003074	CIB10637_003074-T1	protein_coding	0	2	2	25	2	0	1	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	2	13
CIB10637_003075	CIB10637_003075	CIB10637_003075-T1	protein_coding	0	0	2	26	1	0	0	0	0	1	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	11
CIB10637_003078	CIB10637_003078	CIB10637_003078-T1	protein_coding	0	2	2	36	2	0	2	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	2	15
CIB10637_003079	CIB10637_003079	CIB10637_003079-T1	protein_coding	0	0	1	29	0	0	0	0	0	0	0	15	0	0	1	1	0	0	0	0	0	0	0	0	0	13
CIB10637_003083	CIB10637_003083	CIB10637_003083-T1	protein_coding	0	2	0	26	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	14
CIB10637_003084	CIB10637_003084	CIB10637_003084-T1	protein_coding	0	3	1	33	0	0	0	0	0	0	0	14	0	0	1	1	0	0	0	0	0	0	0	0	3	18
CIB10637_003085	CIB10637_003085	CIB10637_003085-T1	protein_coding	0	2	1	32	0	0	4	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	2	14
CIB10637_003087	CIB10637_003087	CIB10637_003087-T1	protein_coding	0	2	4	30	0	0	0	0	0	0	0	16	0	0	0	4	0	0	0	0	0	0	0	0	2	14
CIB10637_003088	CIB10637_003088	CIB10637_003088-T1	protein_coding	0	1	2	41	0	0	0	0	0	0	0	18	0	0	0	2	0	0	0	0	0	0	0	0	1	23
CIB10637_003089	CIB10637_003089	CIB10637_003089-T1	protein_coding	0	0	2	40	0	0	0	0	0	0	0	26	0	0	0	2	0	0	0	0	0	0	0	0	0	14
CIB10637_003090	CIB10637_003090	CIB10637_003090-T1	protein_coding	0	0	2	40	0	0	0	0	0	0	0	24	0	0	2	2	0	0	0	0	0	0	0	0	0	14
CIB10637_003091	CIB10637_003091	CIB10637_003091-T1	protein_coding	0	1	4	34	0	0	0	0	0	0	0	19	0	0	0	4	0	0	0	0	0	0	0	0	1	15
CIB10637_003094	CIB10637_003094	CIB10637_003094-T1	protein_coding	0	0	0	36	0	0	1	0	0	0	0	25	0	0	1	0	0	0	0	0	0	0	0	0	0	9
CIB10637_003095	CIB10637_003095	CIB10637_003095-T1	protein_coding	0	1	2	37	0	0	0	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	1	26
CIB10637_003097	CIB10637_003097	CIB10637_003097-T1	protein_coding	2	1	3	37	0	0	0	0	0	0	0	26	1	0	0	3	0	0	0	0	0	1	0	0	1	11
CIB10637_003098	CIB10637_003098	CIB10637_003098-T1	protein_coding	0	0	2	24	0	0	0	0	0	0	0	16	0	0	1	2	0	0	0	0	0	0	0	0	0	7
CIB10637_003099	CIB10637_003099	CIB10637_003099-T1	protein_coding	0	0	0	28	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	14
CIB10637_003100	CIB10637_003100	CIB10637_003100-T1	protein_coding	0	0	2	27	0	0	0	0	0	0	0	16	0	0	1	2	0	0	0	0	0	0	0	0	0	10
CIB10637_003101	CIB10637_003101	CIB10637_003101-T1	protein_coding	0	2	1	29	4	0	2	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	2	13
CIB10637_003102	CIB10637_003102	CIB10637_003102-T1	protein_coding	0	4	0	25	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	4	8
CIB10637_003103	CIB10637_003103	CIB10637_003103-T1	protein_coding	0	0	0	24	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	16
CIB10637_003104	CIB10637_003104	CIB10637_003104-T1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	10
CIB10637_003106	CIB10637_003106	CIB10637_003106-T1	protein_coding	0	1	0	16	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	1	0	0	0	0	0	6
CIB10637_003108	CIB10637_003108	CIB10637_003108-T1	protein_coding	0	1	4	13	0	0	1	0	0	0	0	5	0	0	2	4	0	0	0	0	0	0	0	0	1	5
CIB10637_003109	CIB10637_003109	CIB10637_003109-T1	protein_coding	0	3	0	20	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	3	7
CIB10637_003112	CIB10637_003112	CIB10637_003112-T1	protein_coding	0	2	2	26	2	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	2	17
CIB10637_003113	CIB10637_003113	CIB10637_003113-T1	protein_coding	0	2	0	36	7	1	5	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	16
CIB10637_003114	CIB10637_003114	CIB10637_003114-T1	protein_coding	1	1	1	31	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	1	0	0	1	15
